Brand,Car_Name,Issue,Model_Year,KMs_Driven,Maintenance_Cost
Hyundai,Tucson,Gearbox Repair,2020,124817,59690
Hyundai,Tucson,Coolant Leak,2021,115228,8394
Hyundai,Tucson,Battery Replacement,2025,136934,12856
Hyundai,Tucson,Cabin Filter Replacement,2024,163766,8678
Tata,Tiago,Clutch Replacement,2013,81350,13797
Tata,Tiago,Timing Belt Replacement,2015,190549,15235
Tata,Tiago,Brake Pad Replacement,2022,109671,8923
Tata,Tiago,Wheel Balancing,2016,136125,6600
Tata,Tiago,Radiator Repair,2024,146969,15198
Tata,Tiago,Engine Oil Change,2020,171398,5267
Tata,Tiago,Brake Pad Replacement,2017,169924,12863
Tata,Tiago,Tyre Replacement,2015,197920,22656
Tata,Tiago,Engine Overheating,2022,164288,15143
Tata,Tiago,Engine Overheating,2016,142403,20661
Tata,Tiago,AC Repair,2022,183968,24157
Tata,Tiago,Wheel Alignment,2014,132135,8185
Tata,Tiago,Wheel Alignment,2018,45683,3252
Tata,Tiago,Cabin Filter Replacement,2022,117353,5226
Tata,Tiago,Tyre Replacement,2013,150972,20477
Tata,Tiago,Tyre Replacement,2019,161394,26621
Tata,Tiago,Engine Oil Change,2016,153403,10802
Tata,Tiago,Timing Belt Replacement,2019,186033,8360
Tata,Tiago,Wheel Alignment,2025,97359,3209
Tata,Tiago,Headlight Replacement,2022,32449,8776
Tata,Tigor,Spark Plug Replacement,2013,140287,8067
Tata,Tigor,Suspension Repair,2019,86792,11651
Tata,Tigor,Alternator Replacement,2012,48313,19510
Tata,Tigor,Brake Fluid Change,2016,161545,6612
Tata,Tigor,Air Filter Replacement,2023,90247,4795
Tata,Tigor,Spark Plug Replacement,2019,192614,9008
Tata,Tigor,Gearbox Repair,2016,106351,53480
Tata,Tigor,Steering Rack Repair,2016,137407,29405
Tata,Tigor,Spark Plug Replacement,2013,112968,5587
Tata,Tigor,Coolant Leak,2013,167022,5219
Tata,Tigor,Wheel Alignment,2013,179165,8067
Tata,Tigor,Radiator Repair,2020,48119,9703
Tata,Tigor,Wheel Balancing,2016,154548,7496
Tata,Tigor,Wheel Balancing,2016,182425,6398
Tata,Tigor,Alternator Replacement,2017,33976,12606
Tata,Tigor,Coolant Leak,2017,169020,9005
Tata,Tigor,Spark Plug Replacement,2016,54677,5309
Tata,Tigor,Clutch Replacement,2015,151241,25332
Tata,Tigor,Steering Rack Repair,2012,17822,23947
Tata,Tigor,Gearbox Repair,2025,175577,29681
Tata,Altroz,Air Filter Replacement,2020,58026,4421
Tata,Altroz,AC Repair,2013,153467,17854
Tata,Altroz,Spark Plug Replacement,2013,25057,4686
Tata,Altroz,Gearbox Repair,2022,33935,23653
Tata,Altroz,Brake Pad Replacement,2021,105600,8559
Tata,Altroz,Radiator Repair,2022,54512,14833
Tata,Altroz,Steering Rack Repair,2019,50370,21389
Tata,Altroz,Air Filter Replacement,2020,193729,8964
Tata,Altroz,Brake Fluid Change,2017,187893,8379
Tata,Altroz,Wheel Alignment,2024,38491,2750
Tata,Altroz,Engine Oil Change,2019,160175,8303
Tata,Altroz,Shock Absorber Replacement,2013,156958,21485
Tata,Altroz,Spark Plug Replacement,2015,124619,9531
Tata,Altroz,Brake Fluid Change,2012,187516,9186
Tata,Altroz,Fuel Pump Repair,2016,8203,8901
Tata,Altroz,Timing Belt Replacement,2014,116720,17110
Tata,Altroz,Fuel Pump Repair,2022,109583,11123
Tata,Altroz,Tyre Replacement,2025,19004,38604
Tata,Altroz,Starter Motor Repair,2019,5519,10444
Tata,Altroz,Gearbox Repair,2019,132909,21196
Tata,Punch,Alternator Replacement,2021,92826,11443
Tata,Punch,Wheel Balancing,2019,190496,4620
Tata,Punch,Brake Pad Replacement,2015,169581,13732
Tata,Punch,Timing Belt Replacement,2023,120332,13507
Tata,Punch,Cabin Filter Replacement,2020,36009,3993
Tata,Punch,Steering Rack Repair,2016,108163,18101
Tata,Punch,Cabin Filter Replacement,2015,124137,4936
Tata,Punch,Brake Fluid Change,2022,62022,3506
Tata,Punch,Headlight Replacement,2022,94587,10989
Tata,Punch,Spark Plug Replacement,2023,153086,4934
Tata,Punch,Engine Overheating,2023,119966,13649
Tata,Punch,Timing Belt Replacement,2020,167103,17453
Tata,Punch,Engine Oil Change,2016,108581,5611
Tata,Punch,Wheel Balancing,2025,93751,2459
Tata,Punch,Timing Belt Replacement,2018,84454,10017
Tata,Punch,Alternator Replacement,2019,59719,12073
Tata,Punch,Clutch Replacement,2015,5606,18307
Tata,Punch,Starter Motor Repair,2021,17495,13621
Tata,Punch,Alternator Replacement,2024,118349,17977
Tata,Punch,Radiator Repair,2025,9288,8682
Tata,Nexon,Headlight Replacement,2022,44265,11098
Tata,Nexon,Clutch Replacement,2014,187594,17857
Tata,Nexon,Timing Belt Replacement,2023,71483,8391
Tata,Nexon,Coolant Replacement,2016,138528,9143
Tata,Nexon,Timing Belt Replacement,2024,70245,9250
Tata,Nexon,Headlight Replacement,2020,118997,15333
Tata,Nexon,Tyre Replacement,2014,69675,25357
Tata,Nexon,Air Filter Replacement,2013,127820,6696
Tata,Nexon,Brake Fluid Change,2020,20123,3613
Tata,Nexon,Battery Replacement,2024,6905,4883
Tata,Nexon,Shock Absorber Replacement,2020,122370,17985
Tata,Nexon,Wheel Balancing,2019,16704,2484
Tata,Nexon,Clutch Replacement,2016,94019,19059
Tata,Nexon,Engine Oil Change,2025,123061,7760
Tata,Nexon,Suspension Repair,2021,109128,18854
Tata,Nexon,AC Repair,2017,81239,10910
Tata,Nexon,Cabin Filter Replacement,2018,148676,7832
Tata,Nexon,Brake Fluid Change,2013,136632,8437
Tata,Nexon,Brake Fluid Change,2020,94231,3303
Tata,Nexon,Gearbox Repair,2021,14363,54074
Tata,Harrier,Suspension Repair,2014,160874,14621
Tata,Harrier,Gearbox Repair,2020,21079,42678
Tata,Harrier,Wheel Alignment,2020,9792,1049
Tata,Harrier,Battery Replacement,2013,104408,11863
Tata,Harrier,Tyre Replacement,2014,163259,35589
Tata,Harrier,Tyre Replacement,2024,107109,31865
Tata,Harrier,Radiator Repair,2013,114929,8080
Tata,Harrier,Shock Absorber Replacement,2021,31872,7599
Tata,Harrier,Coolant Replacement,2025,60329,3267
Tata,Harrier,Starter Motor Repair,2023,98465,10772
Tata,Harrier,Engine Oil Change,2025,186729,9930
Tata,Harrier,Fuel Pump Repair,2024,50212,8981
Tata,Harrier,Coolant Replacement,2015,23067,3487
Tata,Harrier,Alternator Replacement,2023,185680,22761
Tata,Harrier,Wheel Balancing,2025,18893,1338
Tata,Harrier,Starter Motor Repair,2023,59157,13266
Tata,Harrier,Wheel Balancing,2014,61144,3764
Tata,Harrier,Spark Plug Replacement,2019,107785,6305
Tata,Harrier,Clutch Replacement,2013,52152,13503
Tata,Harrier,Alternator Replacement,2024,97237,10284
Tata,Safari,Radiator Repair,2020,159423,10881
Tata,Safari,Coolant Replacement,2012,26889,4761
Tata,Safari,Suspension Repair,2015,180114,27790
Tata,Safari,Coolant Replacement,2014,97074,4094
Tata,Safari,Engine Overheating,2017,48320,7644
Tata,Safari,Shock Absorber Replacement,2021,24393,11296
Tata,Safari,Headlight Replacement,2019,136916,5818
Tata,Safari,Tyre Replacement,2021,33298,25685
Tata,Safari,Battery Replacement,2013,77105,15160
Tata,Safari,Radiator Repair,2021,102794,14137
Tata,Safari,Suspension Repair,2024,118134,20124
Tata,Safari,Battery Replacement,2018,56010,10211
Tata,Safari,Spark Plug Replacement,2015,148331,9744
Tata,Safari,Suspension Repair,2021,44159,7877
Tata,Safari,Cabin Filter Replacement,2017,68783,5042
Tata,Safari,Gearbox Repair,2019,161369,60124
Tata,Safari,Air Filter Replacement,2016,194992,9288
Tata,Safari,Coolant Leak,2022,13428,3901
Tata,Safari,Coolant Leak,2023,80836,7969
Tata,Safari,Fuel Pump Repair,2024,14424,13320
Tata,Curvv,Headlight Replacement,2019,94210,6391
Tata,Curvv,Brake Fluid Change,2016,8224,3328
Tata,Curvv,Fuel Pump Repair,2017,185085,16022
Tata,Curvv,AC Repair,2025,192124,11503
Tata,Curvv,Steering Rack Repair,2012,115379,29546
Tata,Curvv,Brake Fluid Change,2025,145876,7090
Tata,Curvv,Coolant Replacement,2022,106712,4094
Tata,Curvv,Timing Belt Replacement,2020,30488,9178
Tata,Curvv,Coolant Leak,2021,97549,4540
Tata,Curvv,Air Filter Replacement,2016,143474,4043
Tata,Curvv,Engine Oil Change,2018,139010,6651
Tata,Curvv,Cabin Filter Replacement,2018,27959,3242
Tata,Curvv,Timing Belt Replacement,2017,140349,12469
Tata,Curvv,Radiator Repair,2024,191117,6899
Tata,Curvv,Gearbox Repair,2016,199464,48261
Tata,Curvv,Headlight Replacement,2024,56838,4956
Tata,Curvv,Fuel Pump Repair,2018,194070,8443
Tata,Curvv,Brake Fluid Change,2019,60817,2927
Tata,Curvv,Shock Absorber Replacement,2023,11961,11670
Tata,Curvv,Steering Rack Repair,2024,150524,29064
Mahindra,Bolero,AC Repair,2023,142781,18487
Mahindra,Bolero,Coolant Replacement,2016,145765,10181
Mahindra,Bolero,Gearbox Repair,2021,32090,39416
Mahindra,Bolero,Coolant Replacement,2017,126384,7367
Mahindra,Bolero,Battery Replacement,2019,131602,10245
Mahindra,Bolero,Shock Absorber Replacement,2022,23613,8383
Mahindra,Bolero,Brake Pad Replacement,2012,25924,7449
Mahindra,Bolero,Tyre Replacement,2019,130069,46117
Mahindra,Bolero,Shock Absorber Replacement,2025,42641,17571
Mahindra,Bolero,Fuel Pump Repair,2018,92450,10796
Mahindra,Bolero,Brake Pad Replacement,2018,99306,11551
Mahindra,Bolero,Timing Belt Replacement,2014,34198,9778
Mahindra,Bolero,Timing Belt Replacement,2015,152736,15305
Mahindra,Bolero,Shock Absorber Replacement,2025,61864,7722
Mahindra,Bolero,Spark Plug Replacement,2016,93793,5753
Mahindra,Bolero,Battery Replacement,2017,40819,9593
Mahindra,Bolero,Fuel Pump Repair,2015,171648,10608
Mahindra,Bolero,Brake Fluid Change,2014,91405,6949
Mahindra,Bolero,Coolant Replacement,2025,108532,3132
Mahindra,Bolero,Starter Motor Repair,2021,68667,8231
Mahindra,Bolero Neo,Starter Motor Repair,2024,24175,11741
Mahindra,Bolero Neo,Brake Fluid Change,2020,21027,2079
Mahindra,Bolero Neo,Clutch Replacement,2012,168470,25325
Mahindra,Bolero Neo,Tyre Replacement,2016,6507,24721
Mahindra,Bolero Neo,Fuel Pump Repair,2019,39396,12549
Mahindra,Bolero Neo,Brake Fluid Change,2013,26124,3189
Mahindra,Bolero Neo,Fuel Pump Repair,2012,170329,20889
Mahindra,Bolero Neo,Coolant Leak,2022,84437,9641
Mahindra,Bolero Neo,Air Filter Replacement,2022,73176,3515
Mahindra,Bolero Neo,Radiator Repair,2019,130473,12670
Mahindra,Bolero Neo,AC Repair,2019,147805,17078
Mahindra,Bolero Neo,Wheel Alignment,2017,26686,3141
Mahindra,Bolero Neo,Engine Overheating,2017,190277,25438
Mahindra,Bolero Neo,Engine Overheating,2021,57464,26349
Mahindra,Bolero Neo,Wheel Alignment,2018,44346,3224
Mahindra,Bolero Neo,Cabin Filter Replacement,2018,14477,2396
Mahindra,Bolero Neo,Battery Replacement,2023,45519,7549
Mahindra,Bolero Neo,Starter Motor Repair,2017,66458,12743
Mahindra,Bolero Neo,Brake Pad Replacement,2025,112419,9672
Mahindra,Bolero Neo,AC Repair,2017,25663,13605
Mahindra,Thar,Air Filter Replacement,2019,115471,7119
Mahindra,Thar,Fuel Pump Repair,2013,75800,12323
Mahindra,Thar,Battery Replacement,2022,184999,14501
Mahindra,Thar,Radiator Repair,2016,74052,10143
Mahindra,Thar,Air Filter Replacement,2021,156716,7732
Mahindra,Thar,Tyre Replacement,2020,159465,33764
Mahindra,Thar,Tyre Replacement,2016,74659,25523
Mahindra,Thar,Wheel Alignment,2024,149991,8463
Mahindra,Thar,Wheel Alignment,2019,197631,6639
Mahindra,Thar,Headlight Replacement,2024,43316,10555
Mahindra,Thar,Coolant Leak,2015,153285,7870
Mahindra,Thar,Brake Fluid Change,2024,103125,5174
Mahindra,Thar,Gearbox Repair,2018,40772,24056
Mahindra,Thar,Coolant Replacement,2021,124517,5494
Mahindra,Thar,Spark Plug Replacement,2025,188994,10768
Mahindra,Thar,Radiator Repair,2019,94598,14393
Mahindra,Thar,Wheel Balancing,2025,175156,5799
Mahindra,Thar,Starter Motor Repair,2016,85439,15866
Mahindra,Thar,Cabin Filter Replacement,2021,103936,3989
Mahindra,Thar,Starter Motor Repair,2014,128933,14445
Mahindra,XUV 3XO,Brake Pad Replacement,2018,135541,12595
Mahindra,XUV 3XO,Spark Plug Replacement,2014,173406,7246
Mahindra,XUV 3XO,Wheel Alignment,2013,171956,5415
Mahindra,XUV 3XO,Cabin Filter Replacement,2018,12834,3303
Mahindra,XUV 3XO,Engine Overheating,2024,193546,14172
Mahindra,XUV 3XO,Cabin Filter Replacement,2012,109989,4866
Mahindra,XUV 3XO,Starter Motor Repair,2016,9997,15389
Mahindra,XUV 3XO,Wheel Balancing,2021,138684,5173
Mahindra,XUV 3XO,Coolant Replacement,2018,56909,4839
Mahindra,XUV 3XO,Fuel Pump Repair,2021,18091,7661
Mahindra,XUV 3XO,Tyre Replacement,2025,196992,37755
Mahindra,XUV 3XO,Air Filter Replacement,2022,34556,2847
Mahindra,XUV 3XO,Engine Overheating,2012,23882,13399
Mahindra,XUV 3XO,Coolant Leak,2022,171196,9934
Mahindra,XUV 3XO,Alternator Replacement,2023,28957,18613
Mahindra,XUV 3XO,Coolant Leak,2016,95633,5902
Mahindra,XUV 3XO,Brake Pad Replacement,2018,107979,10031
Mahindra,XUV 3XO,Brake Fluid Change,2019,182756,9748
Mahindra,XUV 3XO,Gearbox Repair,2013,143339,61023
Mahindra,XUV 3XO,Spark Plug Replacement,2020,193794,10122
Mahindra,Scorpio N,Tyre Replacement,2021,186885,45136
Mahindra,Scorpio N,Tyre Replacement,2025,169099,38971
Mahindra,Scorpio N,Suspension Repair,2022,105867,16224
Mahindra,Scorpio N,Coolant Replacement,2017,33902,2902
Mahindra,Scorpio N,Coolant Replacement,2023,122069,6523
Mahindra,Scorpio N,Engine Overheating,2016,192443,15845
Mahindra,Scorpio N,Headlight Replacement,2023,14094,4809
Mahindra,Scorpio N,Shock Absorber Replacement,2019,85343,9370
Mahindra,Scorpio N,Brake Pad Replacement,2017,160311,13193
Mahindra,Scorpio N,Clutch Replacement,2014,157603,20311
Mahindra,Scorpio N,Cabin Filter Replacement,2019,192450,8708
Mahindra,Scorpio N,Coolant Leak,2016,75326,6700
Mahindra,Scorpio N,Air Filter Replacement,2018,109206,3512
Mahindra,Scorpio N,Cabin Filter Replacement,2017,140966,5239
Mahindra,Scorpio N,Alternator Replacement,2023,99883,11685
Mahindra,Scorpio N,Radiator Repair,2022,95884,10255
Mahindra,Scorpio N,Tyre Replacement,2016,169391,41733
Mahindra,Scorpio N,Coolant Replacement,2016,70392,4070
Mahindra,Scorpio N,Wheel Balancing,2017,13401,2224
Mahindra,Scorpio N,Wheel Alignment,2021,88211,5189
Mahindra,XUV700,Engine Oil Change,2014,65710,6129
Mahindra,XUV700,Clutch Replacement,2017,186989,15261
Mahindra,XUV700,Shock Absorber Replacement,2023,145152,18878
Mahindra,XUV700,Gearbox Repair,2025,182373,45551
Mahindra,XUV700,Brake Pad Replacement,2025,7883,4438
Mahindra,XUV700,Brake Fluid Change,2025,101548,3388
Mahindra,XUV700,Alternator Replacement,2014,108145,18342
Mahindra,XUV700,Headlight Replacement,2015,46848,9367
Mahindra,XUV700,Brake Fluid Change,2024,68635,4731
Mahindra,XUV700,Brake Fluid Change,2012,179985,10785
Mahindra,XUV700,Cabin Filter Replacement,2019,143422,6938
Mahindra,XUV700,Coolant Replacement,2025,81653,3594
Mahindra,XUV700,Gearbox Repair,2022,115452,48002
Mahindra,XUV700,Air Filter Replacement,2015,167401,6810
Mahindra,XUV700,Battery Replacement,2017,159642,18123
Mahindra,XUV700,Air Filter Replacement,2014,157424,10246
Mahindra,XUV700,Radiator Repair,2012,48688,8424
Mahindra,XUV700,Timing Belt Replacement,2022,86583,10504
Mahindra,XUV700,Fuel Pump Repair,2021,29639,12514
Mahindra,XUV700,Engine Oil Change,2015,80508,7645
Honda,Amaze,Brake Fluid Change,2015,71588,5654
Honda,Amaze,Steering Rack Repair,2021,115751,27728
Honda,Amaze,Spark Plug Replacement,2020,103295,4081
Honda,Amaze,Battery Replacement,2014,132636,15446
Honda,Amaze,Headlight Replacement,2025,39851,9085
Honda,Amaze,Coolant Leak,2019,92782,6185
Honda,Amaze,Starter Motor Repair,2023,92327,15409
Honda,Amaze,Coolant Leak,2012,197428,9879
Honda,Amaze,Wheel Balancing,2017,65364,3496
Honda,Amaze,Coolant Leak,2017,73600,3830
Honda,Amaze,Tyre Replacement,2018,155578,23683
Honda,Amaze,Tyre Replacement,2022,113842,17025
Honda,Amaze,Gearbox Repair,2019,9728,47222
Honda,Amaze,Headlight Replacement,2015,36420,3404
Honda,Amaze,Brake Pad Replacement,2021,159203,6325
Honda,Amaze,Engine Overheating,2021,180955,16461
Honda,Amaze,Wheel Alignment,2014,36415,3959
Honda,Amaze,Battery Replacement,2019,123503,11870
Honda,Amaze,Wheel Balancing,2024,132464,5693
Honda,Amaze,Suspension Repair,2023,194605,21147
Honda,City,Coolant Leak,2016,112430,7499
Honda,City,Shock Absorber Replacement,2024,64934,9571
Honda,City,Brake Pad Replacement,2025,51181,5486
Honda,City,Engine Oil Change,2020,21210,3926
Honda,City,AC Repair,2022,10386,12034
Honda,City,Wheel Alignment,2020,189023,6920
Honda,City,Coolant Replacement,2019,17060,2978
Honda,City,Wheel Balancing,2017,191417,9731
Honda,City,Radiator Repair,2025,193794,16224
Honda,City,AC Repair,2012,74025,9976
Honda,City,Battery Replacement,2019,111533,17015
Honda,City,Wheel Alignment,2020,113423,5277
Honda,City,Air Filter Replacement,2025,33816,2363
Honda,City,Cabin Filter Replacement,2017,148167,8062
Honda,City,Headlight Replacement,2021,165179,6041
Honda,City,Fuel Pump Repair,2017,68321,15507
Honda,City,Suspension Repair,2017,141898,27796
Honda,City,Starter Motor Repair,2016,63228,17286
Honda,City,Coolant Replacement,2021,19080,3793
Honda,City,Spark Plug Replacement,2014,197800,7853
Honda,Elevate,Air Filter Replacement,2021,100488,4349
Honda,Elevate,Clutch Replacement,2018,116421,20479
Honda,Elevate,Shock Absorber Replacement,2016,111162,19751
Honda,Elevate,Engine Oil Change,2019,68953,6314
Honda,Elevate,Fuel Pump Repair,2017,192052,13227
Honda,Elevate,Tyre Replacement,2014,36201,21295
Honda,Elevate,Wheel Alignment,2025,164660,4994
Honda,Elevate,Timing Belt Replacement,2024,44105,13134
Honda,Elevate,Spark Plug Replacement,2015,42957,4593
Honda,Elevate,AC Repair,2025,109479,10166
Honda,Elevate,Engine Overheating,2013,16039,25284
Honda,Elevate,Headlight Replacement,2025,22280,9580
Honda,Elevate,Radiator Repair,2014,80157,13563
Honda,Elevate,Clutch Replacement,2013,37612,15444
Honda,Elevate,Headlight Replacement,2015,111135,14783
Honda,Elevate,Air Filter Replacement,2017,194963,10122
Honda,Elevate,Brake Fluid Change,2017,96708,3873
Honda,Elevate,Engine Overheating,2021,71426,11155
Honda,Elevate,AC Repair,2018,49284,7438
Honda,Elevate,Air Filter Replacement,2019,144859,3873
Toyota,Glanza,Starter Motor Repair,2018,140670,19997
Toyota,Glanza,Brake Pad Replacement,2015,197180,10203
Toyota,Glanza,Tyre Replacement,2024,56983,38073
Toyota,Glanza,Brake Fluid Change,2014,123594,6507
Toyota,Glanza,Brake Pad Replacement,2014,29154,9610
Toyota,Glanza,Engine Oil Change,2019,131897,7478
Toyota,Glanza,Gearbox Repair,2024,46498,43431
Toyota,Glanza,Shock Absorber Replacement,2025,83333,12157
Toyota,Glanza,Air Filter Replacement,2014,83557,6315
Toyota,Glanza,Spark Plug Replacement,2015,156026,9811
Toyota,Glanza,Clutch Replacement,2017,28760,17502
Toyota,Glanza,Cabin Filter Replacement,2022,124125,5691
Toyota,Glanza,Brake Pad Replacement,2017,134714,11906
Toyota,Glanza,Shock Absorber Replacement,2021,148210,9908
Toyota,Glanza,Steering Rack Repair,2023,75597,26246
Toyota,Glanza,Wheel Alignment,2015,69585,2386
Toyota,Glanza,AC Repair,2023,43198,6073
Toyota,Glanza,Engine Overheating,2014,63694,12618
Toyota,Glanza,Wheel Balancing,2012,151125,5785
Toyota,Glanza,Steering Rack Repair,2012,25985,29873
Toyota,Rumion,Steering Rack Repair,2012,182569,26480
Toyota,Rumion,Wheel Balancing,2022,174730,8267
Toyota,Rumion,Shock Absorber Replacement,2023,166161,16341
Toyota,Rumion,Fuel Pump Repair,2017,99890,11120
Toyota,Rumion,Brake Pad Replacement,2020,80810,10030
Toyota,Rumion,Brake Fluid Change,2022,162518,8128
Toyota,Rumion,Gearbox Repair,2013,51005,20940
Toyota,Rumion,Cabin Filter Replacement,2024,98855,4607
Toyota,Rumion,Coolant Leak,2012,5424,4800
Toyota,Rumion,Steering Rack Repair,2025,175889,16518
Toyota,Rumion,Alternator Replacement,2024,99849,10304
Toyota,Rumion,Engine Overheating,2013,29553,13534
Toyota,Rumion,AC Repair,2022,131988,11096
Toyota,Rumion,Spark Plug Replacement,2013,14349,2438
Toyota,Rumion,Radiator Repair,2017,199320,14750
Toyota,Rumion,Fuel Pump Repair,2020,52674,7702
Toyota,Rumion,Headlight Replacement,2014,17916,7244
Toyota,Rumion,Cabin Filter Replacement,2015,15694,4167
Toyota,Rumion,Clutch Replacement,2016,191003,28087
Toyota,Rumion,Engine Oil Change,2024,64557,4711
Toyota,Urban Cruiser Hyryder,Gearbox Repair,2013,72900,43899
Toyota,Urban Cruiser Hyryder,Engine Overheating,2020,124079,26878
Toyota,Urban Cruiser Hyryder,Wheel Balancing,2022,154068,7924
Toyota,Urban Cruiser Hyryder,Brake Fluid Change,2012,72277,6120
Toyota,Urban Cruiser Hyryder,Wheel Balancing,2025,19126,1727
Toyota,Urban Cruiser Hyryder,Engine Overheating,2014,32009,23064
Toyota,Urban Cruiser Hyryder,Gearbox Repair,2020,86038,27673
Toyota,Urban Cruiser Hyryder,Headlight Replacement,2017,134048,5657
Toyota,Urban Cruiser Hyryder,Wheel Alignment,2023,134443,6663
Toyota,Urban Cruiser Hyryder,Spark Plug Replacement,2017,182155,8871
Toyota,Urban Cruiser Hyryder,Brake Pad Replacement,2013,171402,13363
Toyota,Urban Cruiser Hyryder,Air Filter Replacement,2013,88351,3945
Toyota,Urban Cruiser Hyryder,Engine Overheating,2018,143200,19440
Toyota,Urban Cruiser Hyryder,Coolant Replacement,2012,43015,3836
Toyota,Urban Cruiser Hyryder,Tyre Replacement,2019,199042,25670
Toyota,Urban Cruiser Hyryder,Radiator Repair,2018,190645,13356
Toyota,Urban Cruiser Hyryder,Air Filter Replacement,2016,182930,4222
Toyota,Urban Cruiser Hyryder,Coolant Leak,2025,99767,9509
Toyota,Urban Cruiser Hyryder,Clutch Replacement,2023,37511,8194
Toyota,Urban Cruiser Hyryder,Radiator Repair,2015,171267,12291
Toyota,Innova Crysta,Brake Fluid Change,2012,186513,7113
Toyota,Innova Crysta,Cabin Filter Replacement,2017,98764,5542
Toyota,Innova Crysta,Shock Absorber Replacement,2017,10059,7254
Toyota,Innova Crysta,AC Repair,2024,89963,8153
Toyota,Innova Crysta,Alternator Replacement,2019,117409,8513
Toyota,Innova Crysta,Spark Plug Replacement,2014,121055,7586
Toyota,Innova Crysta,Suspension Repair,2023,133063,24974
Toyota,Innova Crysta,Clutch Replacement,2016,148474,24296
Toyota,Innova Crysta,Timing Belt Replacement,2024,148697,11460
Toyota,Innova Crysta,Timing Belt Replacement,2020,195275,15554
Toyota,Innova Crysta,Clutch Replacement,2018,136477,24060
Toyota,Innova Crysta,Spark Plug Replacement,2022,34683,3803
Toyota,Innova Crysta,Radiator Repair,2024,125924,17451
Toyota,Innova Crysta,Coolant Replacement,2016,146593,6565
Toyota,Innova Crysta,AC Repair,2020,121697,8640
Toyota,Innova Crysta,Wheel Alignment,2012,158658,8063
Toyota,Innova Crysta,Starter Motor Repair,2015,83997,8491
Toyota,Innova Crysta,Tyre Replacement,2012,45525,36860
Toyota,Innova Crysta,Engine Overheating,2025,90646,10636
Toyota,Innova Crysta,Fuel Pump Repair,2013,93386,9966
Toyota,Innova Hycross,Air Filter Replacement,2023,184962,4906
Toyota,Innova Hycross,Engine Oil Change,2017,38728,5853
Toyota,Innova Hycross,Tyre Replacement,2025,154291,21161
Toyota,Innova Hycross,Steering Rack Repair,2022,178431,31970
Toyota,Innova Hycross,Air Filter Replacement,2013,5599,3097
Toyota,Innova Hycross,Headlight Replacement,2017,38996,7155
Toyota,Innova Hycross,Spark Plug Replacement,2015,106309,7103
Toyota,Innova Hycross,Brake Fluid Change,2012,21181,2893
Toyota,Innova Hycross,Starter Motor Repair,2017,144570,22800
Toyota,Innova Hycross,Engine Overheating,2014,180293,21638
Toyota,Innova Hycross,Engine Oil Change,2025,90508,3967
Toyota,Innova Hycross,Suspension Repair,2012,116964,29137
Toyota,Innova Hycross,Clutch Replacement,2015,89878,18532
Toyota,Innova Hycross,Starter Motor Repair,2017,61403,10926
Toyota,Innova Hycross,Steering Rack Repair,2021,65699,18319
Toyota,Innova Hycross,Timing Belt Replacement,2014,40411,7748
Toyota,Innova Hycross,Alternator Replacement,2013,144236,12241
Toyota,Innova Hycross,Suspension Repair,2018,99040,13098
Toyota,Innova Hycross,Wheel Balancing,2016,68740,4544
Toyota,Innova Hycross,Suspension Repair,2020,184100,15867
Toyota,Fortuner,Engine Overheating,2018,70166,20908
Toyota,Fortuner,Brake Pad Replacement,2015,81122,7413
Toyota,Fortuner,Steering Rack Repair,2012,136698,15477
Toyota,Fortuner,Gearbox Repair,2015,189010,38876
Toyota,Fortuner,Radiator Repair,2020,147465,9071
Toyota,Fortuner,Tyre Replacement,2025,132254,23629
Toyota,Fortuner,Headlight Replacement,2012,140827,17036
Toyota,Fortuner,Engine Oil Change,2013,63607,5910
Toyota,Fortuner,Spark Plug Replacement,2024,34843,2476
Toyota,Fortuner,Spark Plug Replacement,2022,37788,3919
Toyota,Fortuner,Cabin Filter Replacement,2013,45346,2072
Toyota,Fortuner,Engine Overheating,2017,14880,8104
Toyota,Fortuner,Steering Rack Repair,2023,97527,21198
Toyota,Fortuner,Wheel Balancing,2016,142518,5581
Toyota,Fortuner,Gearbox Repair,2016,102437,40345
Toyota,Fortuner,Wheel Balancing,2013,73016,2819
Toyota,Fortuner,Air Filter Replacement,2018,101063,3686
Toyota,Fortuner,Headlight Replacement,2024,75373,5369
Toyota,Fortuner,Clutch Replacement,2014,23934,17511
Toyota,Fortuner,Wheel Alignment,2015,92660,6931
Toyota,Camry,Air Filter Replacement,2022,148272,7193
Toyota,Camry,Coolant Replacement,2023,138430,7653
Toyota,Camry,Wheel Alignment,2021,80349,3756
Toyota,Camry,Wheel Alignment,2023,145941,3957
Toyota,Camry,Radiator Repair,2023,44241,4569
Toyota,Camry,Alternator Replacement,2017,149877,18913
Toyota,Camry,Battery Replacement,2014,188635,16035
Toyota,Camry,Coolant Replacement,2022,36290,2161
Toyota,Camry,Fuel Pump Repair,2025,76027,11031
Toyota,Camry,Wheel Alignment,2022,148574,3331
Toyota,Camry,Shock Absorber Replacement,2016,78635,7904
Toyota,Camry,Steering Rack Repair,2023,171318,30424
Toyota,Camry,Engine Overheating,2015,194079,17138
Toyota,Camry,Gearbox Repair,2025,49105,37104
Toyota,Camry,Starter Motor Repair,2014,119565,10021
Toyota,Camry,Brake Pad Replacement,2023,182496,12772
Toyota,Camry,Cabin Filter Replacement,2015,164401,4211
